feature_name,seed_phrase,weight
Comfort,rooms adequate,0.4142
Price,entrance fee,0.2003
Service,front desk female,-0.5114
Comfort,business room,0.5196
Comfort,room double bed,0.2047
Comfort,air freshener room,0.2600
Cleanliness,size clean,0.6879
Location,station also,0.3359
Service,choice staff desk,0.6437
Service,staff desk always,0.6793
Price,cost yuan,0.0663
Price,hotel cost,0.1487
Service,complaint front desk,-0.1703
Location,great location near,0.6927
Comfort,rooms clean basic,0.3779
Location,beijing train station,0.2113
Location,train station min,0.6012
Location,station min,0.3837
Cleanliness,bathroom clean,0.5227
Comfort,rooms great beds,0.8303
Service,english speaking staff,0.5307
Service,speaking staff,0.5577
Service,exchange front desk,0.6190
Location,convenient location walk,0.3402
Service,staff pleasant helpful,0.7567
Service,reception staff delightful,0.8097
Service,staff reception mostly,0.0426
Comfort,room standard,0.3468
Price,cheap prices,0.3357
Service,restaurant reception staff,0.7537
Service,front desk employees,0.3691
Location,main shopping area,0.1960
Location,close train station,0.2958
Location,close metro station,0.3943
Location,station metro station,0.8060
Location,location near subway,0.5553
Service,front desk spoke,0.1176
Service,english helpful,0.5192
Service,staff helpful helped,0.5801
Location,walk hotel station,0.5709
Comfort,room literally room,-0.4375
Service,area front desk,0.2983
Service,front desk floor,0.5985
Comfort,noise construction noise,0.0568
Service,service excellent reception,0.6803
Service,excellent reception staff,0.7170
Comfort,room fantastic,0.7007
Price,high prices,0.1901
Service,wonderful staff,0.7766
Comfort,second room,0.0984
Location,area area,0.3983
Comfort,rooms extremely,0.3958
Service,center staff helpful,0.5374
Comfort,cold rooms,0.1939
Service,main reception desk,0.2630
Service,reception desk lobby,0.2900
Service,manager duty helpful,0.2973
Comfort,beds mattresses,0.0361
Comfort,quality room,0.3155
Comfort,available room room,0.7403
Service,staff travel desk,0.2089
Price,price good,0.6109
Comfort,room ever,0.1336
Comfort,room size room,0.5694
Price,price deal,0.5574
Price,nights price deal,0.5326
Service,lounge staff,0.6292
Service,friendly service reception,0.8516
Service,friendly service,0.7360
Location,walk closet,0.3326
Comfort,deluxe rooms,0.2747
Location,superb location,0.7374
Location,location couple,0.4207
Location,value location,0.6789
Price,value location,0.6789
Location,room walk,0.0814
Location,walk wardrobe,0.3741
Comfort,room walk,0.0826
Comfort,room category,0.3233
Service,location staff,0.6715
Location,location staff,0.6751
Location,area living,0.3426
Location,area living area,0.4161
Service,entire staff,0.5611
Comfort,hotel room ever,0.1280
Comfort,entire room,0.1031
Location,hotel excellent location,0.6940
Comfort,rest room,0.2184
Comfort,construction noise,-0.0000
Service,concierge staff front,0.2686
Comfort,ask room,0.2143
Service,service concierge desk,0.6081
Comfort,room away construction,0.2369
Service,staff amazing,0.7469
Service,class service,0.4546
Service,first class service,0.6785
Location,area shower,0.2680
Location,hotel location location,0.6150
Location,location location location,0.4021
Service,staff good service,0.7627
Comfort,great room,0.7306
Location,location easy walk,0.6988
Location,great central location,0.7106
Service,staff nothing helpful,0.0530
Service,staff especially,0.5772
Service,staff seems,0.1460
Price,amp b rate,0.0297
Price,b rate,0.0297
Service,reception concierge desks,0.4934
Service,managers cocktail,0.3797
Service,staff friendly service,0.6807
Comfort,air con room,0.1794
Comfort,next bed,0.0920
Comfort,air blowing air,-0.0292
Comfort,air vent,-0.0422
Price,extra charge,0.0942
Service,checkin desk,0.3460
Price,costs yuan,0.0844
Comfort,sleep room,0.2513
Comfort,sleep room cold,-0.7098
Comfort,room cold,0.0396
Location,common area,0.4537
Location,convenient airport,0.3775
Service,check time,0.1633
Service,hotel reception,0.2182
Location,station taxi,0.0989
Location,station area,0.4164
Location,metro station area,0.4516
Service,nice service,0.6390
Location,location beijing,0.5931
Service,service nice,0.6714
Location,residential neighborhood,0.3805
Location,bad location,0.0886
Comfort,food room,0.2330
Location,location may,0.2343
Price,price high,0.3667
Price,normal rate,0.2818
Location,location probably,0.5641
Price,best rate,0.6596
Comfort,room package,0.4537
Service,staff attentive,0.4456
Location,tourist areas,0.3747
Price,cost us,0.2940
Price,ride cost,-0.2014
Service,service well,0.5741
Comfort,modern clean comfortable,0.7713
Comfort,clean comfortable,0.7873
Comfort,steam room sauna,0.4923
Comfort,room sauna,0.5131
Price,extremely good value,0.7883
Location,nearest subway station,0.2900
Location,area amp,0.6515
Price,value excellent,0.8351
Service,concierge manager,0.6326
Price,good prices,0.6689
Service,staff holiday inn,0.6431
Service,staff holiday,0.6431
Service,duty manager,0.0308
Service,service better,0.6642
Comfort,spacious rooms,0.5644
Service,staff helpful happy,0.8208
Service,front desks,0.0359
Comfort,room clean spacious,0.5919
Comfort,dining room,0.3625
Comfort,spacious room,0.5044
Price,price reasonable,0.3811
Location,rooms public areas,0.3046
Comfort,rooms public,0.3545
Comfort,rooms public areas,0.3046
Price,reasonable price,0.4621
Location,downside location,-0.0158
Service,staff write,0.1721
Comfort,rooms spacious comfortable,0.6823
Service,service staff friendly,0.7463
Service,staff really,0.6156
Service,night check staff,0.3543
Service,check staff good,0.4724
Comfort,experience room,0.3430
Service,service entire staff,0.6929
Price,hotel prices,0.3099
Service,exceptional service,0.3450
Price,hotel good value,0.7268
Service,desk staff courteous,0.6330
Service,service manager,0.1601
Service,manager front desk,0.2387
Service,desk staff restaurant,0.6550
Service,staff restaurant staff,0.5970
Service,restaurant staff,0.4329
Service,staff outstanding,0.7355
Comfort,standard rooms rooms,0.7877
Comfort,rooms executive,0.3831
Comfort,rooms sauna,0.6909
Service,service guests,0.4423
Location,quiet area,0.3898
Location,residential area,0.3404
Service,polite helpful,0.5770
Price,extra cost,0.2324
Service,front desk officer,-0.1794
Service,robert front desk,0.5240
Comfort,nice beds,0.7235
Service,staff seem,0.1666
Service,room staff,0.4486
Comfort,room staff,0.4486
Service,provided hotel staff,0.6459
Service,inn staff,0.6866
Service,staff duty manager,-0.1174
Location,short walk hotel,0.2621
Comfort,room needed,0.2066
Comfort,king size bed,0.3282
Comfort,bed comfortable air,0.6750
Comfort,size bed,0.3140
Comfort,size bed comfortable,0.7421
Service,staff attentive service,0.4511
Comfort,price room,0.3042
Price,price room,0.3042
Location,location bit,0.3836
Service,hotel staff member,0.3548
Service,staff room,0.4690
Comfort,staff room,0.4690
Service,pleasant helpful,0.7721
Service,staff fantastic,0.7294
Service,roger front desk,0.6286
Service,desk manager always,0.7074
Comfort,food rooms,0.1379
Service,hotel customer service,-0.1036
Service,customer service manager,0.1993
Service,time front desk,0.0586
Service,front desk us,0.1500
Service,staff made,0.5191
Price,rates reasonable,0.4391
Service,great service great,0.9033
Service,personal service,0.5184
Service,ordered room service,0.2671
Comfort,ordered room,0.2491
Comfort,ordered room service,0.2527
Comfort,room wonderful,0.7266
Comfort,beds comfortable bathroom,0.6057
Comfort,pool exercise room,0.5636
Comfort,exercise room,0.3253
Comfort,stay rooms,0.3581
Service,best service,0.7197
Price,price also,0.4523
Comfort,soft pillows,0.4050
Comfort,booked executive room,0.2621
Location,area away,0.2924
Comfort,bed double room,0.6777
Comfort,double room,0.2589
Comfort,bed room clean,0.6633
Cleanliness,everything clean,0.5759
Comfort,room ac,0.1194
Service,desk staff good,0.4894
Service,excellent staff friendly,0.9071
Price,charge buffet,0.4600
Comfort,room may,0.2190
Cleanliness,hotel spotless,0.3905
Location,star location,0.4006
Service,guest relations manager,0.4411
Service,relations manager,0.4547
Service,guest manager,0.5102
Comfort,bed huge,0.6160
Comfort,access room,0.2940
Service,value staff,0.8778
Price,value staff,0.8778
Service,service concierge staff,0.5623
Cleanliness,spotless rooms,0.5460
Comfort,rooms large clean,0.5920
Comfort,spotless rooms,0.5460
Comfort,room plus,0.2598
Price,included room price,0.4598
Comfort,upgraded executive room,0.3652
Location,location would,0.4866
Service,service star,0.4311
Price,price taxi,0.4439
Service,hotel staff could,0.3497
Service,clean comfortable staff,0.8508
Service,comfortable staff,0.8318
Service,hotel services,0.1931
Location,location convenient forbidden,0.1772
Service,inn front desk,0.4578
Service,reception staff tried,-0.1517
Service,service great staff,0.8144
Service,service attention,0.4660
Price,price charge,0.1875
Price,outstanding value,0.7563
Comfort,standard room two,0.0510
Price,cost price,0.3514
Comfort,room standard room,0.3997
Service,welcome staff reception,0.8881
Price,cost approx,0.2307
Service,front desk english,-0.0490
Service,reception staff welcoming,0.6217
Service,night reception staff,0.4448
Service,staff welcoming,0.7172
Comfort,rooms delux rooms,0.6936
Price,price cost,0.7181
Comfort,room extra room,0.3248
Comfort,room rates,0.3098
Price,room rates,0.3098
Location,hotel location convenient,0.3566
Service,hotel front desk,0.2289
Service,front desk able,0.0581
Service,reception desk staff,0.3406
Service,desk staff efficient,0.5497
Service,staff cafe,0.2041
Comfort,air conditioning room,0.1441
Price,great value money,0.8061
Comfort,room air conditioning,0.1218
Comfort,cool room,0.2832
Comfort,cool room air,0.5689
Location,location minute walk,0.6090
Service,front desk often,0.3795
Service,good front desk,0.5787
Location,station walk,0.2914
Service,woman front desk,0.2423
Service,front desk forget,0.7423
Comfort,bed pillows gave,-0.0722
Service,reception desk one,0.2312
Cleanliness,clean modern,0.3919
Cleanliness,room clean modern,0.4241
Comfort,room clean modern,0.6042
Comfort,rooms could,0.2257
Comfort,room room bit,-0.3004
Service,desk clerk,0.1186
Price,value price without,0.8669
Service,clean reception staff,0.7186
Service,great reception staff,0.6761
Service,reception staff efficient,0.5854
Price,price great deal,0.6697
Location,quiet residential area,0.2761
Service,reception staff poor,0.0668
Service,service staff hotel,0.5552
Location,distance subway station,0.5724
Location,station location,0.4051
Location,station location near,0.7148
Location,subway station location,0.5948
Location,access location convenient,0.3003
Service,desk staff able,0.2167
Comfort,room moved room,0.1014
Service,front desk seemed,0.0582
Comfort,air condition room,-0.3073
Service,staff professional,0.4807
Service,front desk clerks,0.3130
Service,friendly front desk,0.6759
Service,service fine,0.4011
Comfort,fine rooms,0.6415
Service,staff reception restaurant,0.6760
Service,first staff reception,0.8059
Location,tourist area,0.2601
Location,location bad,0.3844
Price,value great,0.8476
Service,service hotel staff,0.4550
Service,wonderful service,0.7479
Location,distance subway stations,0.4671
Service,service superb staff,0.7834
Service,staff great service,0.8135
Service,reception desk reception,0.3435
Service,desk reception,0.2594
Service,desk reception staff,0.3972
Service,reception staff brilliant,0.4283
Location,lounge area,0.4680
Comfort,rooms bathrooms,0.4324
Service,desk managers,-0.0726
Service,thoughtful front desk,0.5816
Service,desk manager michael,0.5413
Service,michael front desk,0.7585
Service,service amazing,0.7041
Service,manager friendly,0.7449
Location,minute walk tube,0.4243
Location,walk tube station,0.3369
Location,walk tube,0.3705
Location,tube station,0.3360
Service,general manager,0.1676
Comfort,gorgeous rooms,0.8045
Comfort,rooms big,0.4226
Comfort,pillow menu,0.5280
Service,restaurant manager,0.2468
Comfort,hot cold,0.2753
Service,bar manager,0.2587
Service,reception staff know,0.2481
Service,attentive reception staff,0.2452
Comfort,room enormous,0.3316
Location,walk tube stop,0.0524
Price,best value,0.7792
Price,reasonable rates,0.4664
Service,front desk went,0.5369
Service,service provided,0.3692
Comfort,old room,0.1560
Service,service little,0.3819
Comfort,room corner room,0.4803
Comfort,large rooms,0.5267
Location,walk nearest station,0.3517
Comfort,room great room,0.6950
Location,location hotel convenient,0.4422
Comfort,bed pillows slept,0.8112
Service,arrived staff front,0.3891
Service,front desk guests,-0.0712
Service,staff quality service,0.7737
Service,staff met,0.5971
Comfort,huge rooms,0.7025
Service,service amazing staff,0.8788
Service,turn service,0.3740
Service,every member staff,0.6695
Service,member staff,0.2990
Service,service receive staff,0.5772
Service,bar staff,0.4500
Comfort,rooms really,0.3851
Location,moment walk,0.4685
Service,bad front desk,-0.4493
Comfort,great rooms great,0.9548
Service,friendly service staff,0.7432
Service,staff management helpful,0.7397
Service,service staff made,0.6062
Service,warm service staff,0.7319
Comfort,bed huge comfortable,0.7457
Service,staff sort helpful,0.6456
Location,amp convenient location,0.5227
